Date;Location;Temperature.Air.Mean_C;Precipitation_mm_d;Relative.Air.Humidity_percent;Global.Radiation_MJ_m2_d;Wind.Speed_m_s;Temperature.Air.Min_C;Temperature.Air.Max_C
2014-08-20;KAL;12,4;1,1;76,4;15,98;1,8;6,6;18,6
2014-08-21;KAL;13,0;0,0;75,4;16,74;1,7;6,8;19,0
2014-08-22;KAL;14,4;0,2;71,9;11,84;3,2;8,8;19,9
2014-08-23;KAL;13,2;0,4;81,8;11,99;2,1;8,8;18,7
2014-08-24;KAL;12,5;0,0;76,2;16,71;1,8;7,8;18,8
2014-08-25;KAL;13,4;23,2;85,9;8,53;1,9;8,5;18,9
2014-08-26;KAL;14,1;19,2;95,4;4,61;1,9;12,3;16,8
2014-08-27;KAL;15,4;4,8;80,5;17,10;1,5;10,3;21,2
2014-08-28;KAL;17,4;1,8;79,7;13,49;2,3;11,9;23,4
2014-08-29;KAL;17,0;1,7;85,2;11,68;2,0;13,1;22,0
2014-08-30;KAL;16,0;1,1;84,0;6,28;2,3;12,4;20,0
2014-08-31;KAL;14,2;18,3;89,7;9,45;1,9;11,3;18,0
2014-09-01;KAL;14,5;1,5;85,6;10,52;1,8;11,3;19,3
2014-09-02;KAL;15,3;1,5;82,0;15,34;1,6;9,4;21,3
2014-09-03;KAL;15,3;1,5;80,2;13,60;2,0;10,5;19,1
2014-09-04;KAL;16,9;0,0;81,8;10,23;2,0;11,3;21,0
2014-09-05;KAL;19,0;0,0;80,7;15,02;1,2;14,4;25,2
2014-09-06;KAL;17,9;1,4;85,2;13,41;1,3;12,2;23,8
2014-09-07;KAL;17,6;1,5;82,6;12,46;2,0;14,0;21,7
2014-09-08;KAL;16,3;1,5;81,5;15,49;1,8;11,4;22,4
2014-09-09;KAL;14,0;1,5;81,2;14,80;2,1;9,1;20,1
2014-09-10;KAL;14,3;1,5;78,6;4,80;2,4;12,1;17,0
2014-09-11;KAL;14,5;0,0;79,6;11,74;2,9;8,8;19,6
2014-09-12;KAL;14,2;0,1;79,1;14,19;3,3;7,4;20,2
2014-09-13;KAL;15,6;0,0;85,0;4,40;2,7;13,0;17,9
2014-09-14;KAL;15,5;1,5;84,0;10,19;1,7;11,5;21,4
2014-09-15;KAL;15,7;0,0;86,0;7,77;1,4;10,7;22,0
2014-09-16;KAL;17,4;1,5;80,6;14,12;1,7;12,1;23,8
2014-09-17;KAL;17,5;0,5;78,6;16,94;2,0;11,2;25,1
2014-09-18;KAL;18,1;0,0;85,9;8,45;2,3;13,0;24,0
2014-09-19;KAL;18,9;0,0;89,1;10,92;1,5;15,0;24,6
2014-09-20;KAL;17,7;20,0;92,5;9,38;1,3;14,1;23,4
2014-09-21;KAL;15,0;8,0;89,7;6,75;2,5;10,9;17,2
2014-09-22;KAL;11,9;2,3;82,3;9,64;3,6;7,9;15,4
2014-09-23;KAL;10,3;0,0;81,8;12,38;1,2;5,8;16,5
2014-09-24;KAL;11,4;0,5;83,9;8,45;1,7;6,2;16,5
2014-09-25;KAL;13,5;0,0;81,0;8,68;2,5;10,4;17,3
2014-09-26;KAL;14,5;0,3;83,4;4,44;2,0;10,7;18,3
2014-09-27;KAL;15,4;0,0;84,4;11,97;1,0;10,4;21,0
2014-09-28;KAL;15,2;0,0;83,9;13,85;2,1;9,0;22,5
2014-09-29;KAL;16,5;5,3;85,6;8,36;1,8;11,3;23,0
2014-09-30;KAL;16,0;0,0;90,1;7,75;1,2;11,9;21,0
2014-10-01;KAL;15,6;0,0;87,1;12,13;1,1;10,7;21,8
2014-10-02;KAL;14,9;0,0;86,3;12,79;0,9;9,6;22,0
2014-10-03;KAL;14,9;2,1;83,6;13,40;1,5;8,9;22,4
2014-10-04;KAL;14,3;0,0;77,6;12,17;2,6;9,1;20,9
2014-10-05;KAL;12,4;2,1;94,0;2,97;1,6;9,8;14,0
2014-10-06;KAL;13,9;3,0;85,7;5,88;2,9;10,6;18,1
2014-10-07;KAL;13,7;5,3;83,5;6,17;3,8;9,6;17,2
2014-10-08;KAL;13,6;8,5;91,0;3,77;2,7;9,0;17,4
2014-10-09;KAL;15,0;2,4;90,8;3,21;2,5;11,4;17,3
2014-10-10;KAL;14,2;2,1;85,7;6,66;1,9;10,9;18,2
2014-10-11;KAL;13,9;0,0;87,9;7,97;1,6;8,7;19,8
2014-10-12;KAL;12,2;2,6;89,9;7,84;2,0;6,8;17,5
2014-10-13;KAL;15,2;0,0;84,6;6,23;2,6;11,3;18,9
2014-10-14;KAL;12,8;2,1;81,9;9,69;2,2;8,7;18,9
2014-10-15;KAL;12,3;1,2;83,0;9,07;1,7;7,1;17,8
2014-10-16;KAL;13,8;5,0;88,2;6,94;2,3;10,8;18,3
2014-10-17;KAL;13,8;0,0;90,1;5,67;2,0;10,4;18,3
2014-10-18;KAL;14,7;2,1;86,5;9,88;2,7;10,2;21,6
2014-10-19;KAL;17,1;2,3;82,3;9,85;3,3;11,3;23,3
2014-10-20;KAL;13,9;0,0;80,9;5,66;2,8;9,5;17,1
2014-10-21;KAL;10,6;10,9;83,6;3,27;4,7;6,4;13,6
2014-10-22;KAL;8,2;3,7;85,9;3,73;5,7;6,0;10,7
2014-10-23;KAL;10,4;0,0;85,1;2,24;2,0;7,1;13,2
2014-10-24;KAL;11,3;3,8;80,8;5,43;2,3;9,2;14,2
2014-10-25;KAL;11,5;1,5;94,8;2,16;1,6;9,1;13,4
2014-10-26;KAL;11,1;0,0;86,6;5,55;1,9;6,9;16,3
2014-10-27;KAL;9,0;0,0;94,1;5,97;2,3;6,4;13,1
2014-10-28;KAL;6,9;0,0;85,0;6,27;3,7;5,1;10,0
2014-10-29;KAL;7,7;2,3;93,7;3,69;1,4;2,4;11,9
2014-10-30;KAL;12,2;0,0;94,3;3,97;1,6;9,6;15,6
2014-10-31;KAL;13,0;2,1;91,1;5,11;1,9;9,3;17,9
2014-11-01;KAL;13,0;0,0;85,9;7,08;2,2;8,5;19,6
2014-11-02;KAL;12,9;0,9;88,2;5,05;2,6;9,2;17,0
2014-11-03;KAL;13,9;4,7;81,6;3,61;4,3;11,6;15,6
2014-11-04;KAL;10,1;18,0;94,7;1,80;2,0;8,6;12,9
2014-11-05;KAL;8,5;0,0;92,4;2,37;1,4;5,3;10,9
2014-11-06;KAL;5,8;0,0;88,0;5,06;2,2;2,2;10,2
2014-11-07;KAL;5,8;0,1;87,5;3,45;3,4;1,3;9,5
2014-11-08;KAL;9,5;0,0;79,2;6,64;2,9;5,6;13,5
2014-11-09;KAL;7,7;1,0;89,2;3,89;2,4;4,5;11,0
2014-11-10;KAL;8,6;0,0;92,2;3,86;2,1;5,9;12,6
2014-11-11;KAL;9,1;0,0;88,1;3,17;3,1;6,1;13,1
2014-11-12;KAL;8,6;0,9;94,8;1,56;1,8;6,3;10,5
2014-11-13;KAL;8,9;0,0;92,9;4,93;1,8;5,2;12,6
2014-11-14;KAL;10,5;0,5;82,7;4,28;3,7;8,4;13,1
2014-11-15;KAL;9,6;8,9;91,5;1,99;2,1;7,9;11,7
2014-11-16;KAL;8,1;4,9;96,5;1,71;1,9;6,6;9,2
2014-11-17;KAL;8,5;0,3;88,8;3,21;2,2;7,0;11,6
2014-11-18;KAL;8,2;0,2;93,5;1,42;1,4;7,0;9,5
2014-11-19;KAL;7,1;1,5;91,1;1,77;1,4;2,5;9,6
2014-11-20;KAL;4,8;0,0;92,5;2,09;1,7;1,9;7,7
2014-11-21;KAL;5,5;0,0;82,7;5,55;2,5;1,5;9,5
2014-11-22;KAL;6,2;1,5;89,8;4,85;2,8;2,7;11,0
2014-11-23;KAL;8,1;0,1;87,9;5,32;3,5;4,5;12,1
2014-11-24;KAL;6,9;0,3;91,1;3,87;1,8;0,7;10,6
2014-11-25;KAL;2,9;0,0;88,5;5,39;1,8;-1,2;8,5
2014-11-26;KAL;4,5;1,6;84,9;1,27;4,1;3,4;5,3
2014-11-27;KAL;5,6;0,3;87,1;1,47;3,6;4,8;7,1
2014-11-28;KAL;5,4;1,5;86,7;2,79;4,2;3,8;7,0
2014-11-29;KAL;3,5;1,5;87,1;1,22;4,1;2,9;4,1
2014-11-30;KAL;3,0;0,0;90,2;1,20;2,9;2,4;3,8
2014-12-01;KAL;2,8;0,2;85,9;1,19;2,6;1,3;3,5
2014-12-02;KAL;1,6;0,7;90,9;1,18;1,5;0,8;2,4
2014-12-03;KAL;0,9;0,3;89,8;1,16;2,1;0,0;2,2
2014-12-04;KAL;1,7;0,0;90,8;1,15;1,3;0,5;2,7
2014-12-05;KAL;3,5;0,0;88,7;1,14;1,2;1,8;5,2
2014-12-06;KAL;4,3;0,0;92,6;1,13;1,1;2,3;5,3
2014-12-07;KAL;3,8;1,2;88,3;3,67;2,6;1,0;6,0
2014-12-08;KAL;2,7;4,9;87,9;3,51;2,5;0,1;5,8
